"PC1","PC2","PC3","System","Type"
-371.143013085082,-79.1759795447287,-93.7835308135284,"AZD5305","Unknown"
-369.944516016677,-93.0270008173801,-78.9831876039653,"AZD5305","Unknown"
-370.894603878398,-106.859827985675,-79.4080697642525,"AZD5305","Unknown"
-354.452790565157,-88.9570061067931,-93.1682499699171,"AZD5305","Unknown"
-345.105826673609,-98.8746696451972,-107.797379062702,"AZD5305","Unknown"
-348.308378597859,-86.7305143127898,-113.734930464325,"AZD5305","Unknown"
-327.07261039052,-66.4438190840877,-115.08516967491,"AZD5305","Unknown"
-326.575029998221,-63.6110756292345,-99.8294227182922,"AZD5305","Unknown"
-321.580847640744,-88.2903465929366,-102.496244785507,"AZD5305","Unknown"
-320.279966353402,-112.814142708186,-109.62187038311,"AZD5305","Unknown"
-319.666760263218,-122.896523688725,-107.486125087977,"AZD5305","Unknown"
-320.665708504221,-134.537525974737,-110.580181610824,"AZD5305","Unknown"
-323.182429878216,-131.344279552344,-121.028297653063,"AZD5305","Unknown"
-313.780421665004,-126.763837813578,-131.356667894879,"AZD5305","Unknown"
-315.365699633446,-117.358723419629,-136.464330411465,"AZD5305","Unknown"
-305.548917824912,-98.5585798988687,-118.193495354188,"AZD5305","Unknown"
-290.069472416871,-97.8382347625263,-125.928581860407,"AZD5305","Unknown"
-313.656174232973,-108.138410414057,-120.404625476383,"AZD5305","Unknown"
-313.643787136873,-101.541321086589,-135.506185367412,"AZD5305","Unknown"
-317.907500036495,-119.710182560444,-131.693906177462,"AZD5305","Unknown"
-313.69594977849,-97.1859241782008,-127.689413622616,"AZD5305","Unknown"
-336.045127394411,-98.4675146911579,-128.606189150317,"AZD5305","Unknown"
-336.520380800615,-94.6731970230385,-133.484977563126,"AZD5305","Unknown"
